X,Y,Count,Date,Time,Lat,Long,Speed,Altitude,GSR,normal_GSR,Walk
-2457.48907875231,6684664.95141344,776,2/6/2018,10:24:46,51.544311999999998,-0.022076000000000,3.240000000000000,8.500000000000000,584,0.3703703704,0
-2456.37588384437,6684663.52316549,777,2/6/2018,10:24:47,51.544303999999997,-0.022066000000000,5.390000000000000,8.500000000000000,581,0.3148148148,0
-2456.37588384437,6684663.52316549,778,2/6/2018,10:24:47,51.544303999999997,-0.022066000000000,5.390000000000000,9.100000000000000,585,0.3888888889,0
-2455.70796689961,6684662.0949178,779,2/6/2018,10:24:48,51.544296000000003,-0.022060000000000,2.260000000000000,9.100000000000000,581,0.3148148148,0
-2455.70796689961,6684662.0949178,780,2/6/2018,10:24:48,51.544296000000003,-0.022060000000000,2.260000000000000,9.000000000000000,585,0.3888888889,0
-2455.37400842723,6684660.84520127,781,2/6/2018,10:24:49,51.544288999999999,-0.022057000000000,1.960000000000000,9.000000000000000,582,0.3333333333,0
-2455.37400842723,6684660.84520127,782,2/6/2018,10:24:49,51.544288999999999,-0.022057000000000,1.960000000000000,9.300000000000001,585,0.3888888889,0
-2455.26268893644,6684659.41695405,783,2/6/2018,10:24:50,51.544280999999998,-0.022056000000000,2.850000000000000,9.300000000000001,581,0.3148148148,0
-2455.26268893644,6684659.41695405,784,2/6/2018,10:24:50,51.544280999999998,-0.022056000000000,2.850000000000000,8.699999999999999,584,0.3703703704,0
-2455.15136944565,6684657.98870708,785,2/6/2018,10:24:51,51.544272999999997,-0.022055000000000,3.130000000000000,8.699999999999999,582,0.3333333333,0
-2455.15136944565,6684657.98870708,786,2/6/2018,10:24:51,51.544272999999997,-0.022055000000000,3.130000000000000,8.900000000000000,585,0.3888888889,0
-2455.15136944565,6684656.73899119,787,2/6/2018,10:24:52,51.544266000000000,-0.022055000000000,3.830000000000000,8.900000000000000,582,0.3333333333,0
-2455.15136944565,6684656.73899119,788,2/6/2018,10:24:52,51.544266000000000,-0.022055000000000,3.830000000000000,8.900000000000000,585,0.3888888889,0
-2454.92873046406,6684655.31074469,789,2/6/2018,10:24:53,51.544257999999999,-0.022053000000000,2.650000000000000,8.900000000000000,583,0.3518518519,0
-2454.92873046406,6684655.31074469,790,2/6/2018,10:24:53,51.544257999999999,-0.022053000000000,2.650000000000000,8.800000000000001,585,0.3888888889,0
-2454.48345250089,6684653.88249845,791,2/6/2018,10:24:54,51.544249999999998,-0.022049000000000,2.240000000000000,8.800000000000001,582,0.3333333333,0
-2454.48345250089,6684653.88249845,792,2/6/2018,10:24:54,51.544249999999998,-0.022049000000000,2.240000000000000,8.500000000000000,585,0.3888888889,0
-2453.25893810216,6684651.91866028,793,2/6/2018,10:24:55,51.544238999999997,-0.022038000000000,6.540000000000000,8.500000000000000,582,0.3333333333,0
-2451.92310421264,6684649.2406999,794,2/6/2018,10:24:56,51.544224000000000,-0.022026000000000,5.650000000000000,8.500000000000000,585,0.3888888889,0
-2451.92310421264,6684649.2406999,795,2/6/2018,10:24:56,51.544224000000000,-0.022026000000000,5.650000000000000,8.199999999999999,587,0.4259259259,0
-2451.36650675868,6684647.81245473,796,2/6/2018,10:24:57,51.544215999999999,-0.022021000000000,3.460000000000000,8.199999999999999,583,0.3518518519,0
-2451.36650675868,6684647.81245473,797,2/6/2018,10:24:57,51.544215999999999,-0.022021000000000,3.460000000000000,8.000000000000000,586,0.4074074074,0
-2450.80990930471,6684647.09833224,798,2/6/2018,10:24:58,51.544212000000002,-0.022016000000000,0.200000000000000,8.000000000000000,581,0.3148148148,0
-2450.9212287955,6684646.56274041,799,2/6/2018,10:24:59,51.544209000000002,-0.022017000000000,2.240000000000000,8.000000000000000,584,0.3703703704,0
-2450.58727032312,6684644.42037346,800,2/6/2018,10:25:0,51.544196999999997,-0.022014000000000,4.410000000000000,8.000000000000000,585,0.3888888889,0
-2450.58727032312,6684644.42037346,801,2/6/2018,10:25:0,51.544196999999997,-0.022014000000000,4.410000000000000,6.800000000000000,588,0.4444444444,0
-2449.69671439678,6684643.70625127,802,2/6/2018,10:25:1,51.544193000000000,-0.022006000000000,2.320000000000000,6.800000000000000,583,0.3518518519,0
-2449.69671439678,6684643.70625127,803,2/6/2018,10:25:1,51.544193000000000,-0.022006000000000,2.320000000000000,7.700000000000000,586,0.4074074074,0
-2449.25143643361,6684642.99212915,804,2/6/2018,10:25:2,51.544189000000003,-0.022002000000000,1.200000000000000,7.700000000000000,582,0.3333333333,0
-2449.25143643361,6684642.99212915,805,2/6/2018,10:25:2,51.544189000000003,-0.022002000000000,1.200000000000000,8.300000000000001,586,0.4074074074,0
-2449.25143643361,6684641.74241557,806,2/6/2018,10:25:3,51.544181999999999,-0.022002000000000,3.200000000000000,8.300000000000001,583,0.3518518519,0
-2449.25143643361,6684641.74241557,807,2/6/2018,10:25:3,51.544181999999999,-0.022002000000000,3.200000000000000,8.000000000000000,586,0.4074074074,0
-2448.47219999805,6684639.6000499,808,2/6/2018,10:25:4,51.544170000000001,-0.021995000000000,5.200000000000000,8.000000000000000,581,0.3148148148,0
-2448.02692203488,6684637.6362152,809,2/6/2018,10:25:5,51.544159000000001,-0.021991000000000,2.850000000000000,8.000000000000000,583,0.3518518519,0
-2448.02692203488,6684637.6362152,810,2/6/2018,10:25:5,51.544159000000001,-0.021991000000000,2.850000000000000,8.600000000000000,587,0.4259259259,0
