0	0.550877193
1	0.403508772
2	0.403508772
3	0.38245614
4	0.333333333
5	0.343859649
6	0.340350877
7	0.340350877
8	0.350877193
9	0.32631579
10	0.319298246
11	0.347368421
12	0.203508772
13	0.38245614
14	0.164912281
15	0.284210526
16	0.157894737
17	0.263157895
18	0.631578947
19	0.301754386
20	0.221052632
21	0.238596491
22	0.501754386
23	0.147368421
24	0.252631579
25	0.554385965
26	0.196491228
27	0.231578947
28	0.547368421
29	0.210526316
30	0.305263158
31	0.505263158
32	0.231578947
33	0.189473684
34	0.329824561
35	0.449122807
36	0.270175439
37	0.263157895
38	0.470175439
39	0.203508772
40	0.38245614
41	0.273684211
42	0.312280702
43	0.442105263
44	0.294736842
45	0.273684211
46	0.214035088
47	0.214035088
48	0.270175439
49	0.235087719
50	0.32631579
51	0.340350877
52	0.256140351
53	0.238596491
54	0.477192983
55	0.319298246
56	0.466666667
57	0.322807018
58	0.284210526
59	0.750877193
60	0.189473684
61	0.21754386
62	0.263157895
63	0.484210526
64	0.652631579
65	0.368421053
66	0.561403509
67	0.161403509
68	0.129824561
69	0.196491228
70	0.336842105
71	0.2
72	0.322807018
73	0.701754386
74	0.277192983
75	0.143859649
76	0.164912281
77	0.301754386
78	0.287719298
79	0.252631579
80	0.263157895
81	0.698245614
82	0.712280702
83	0.333333333
84	0.224561404
85	0.18245614
86	0.389473684
87	0.112280702
88	0.175438597
89	0.32631579
90	0.396491228
91	0.642105263
92	0.666666667
93	0.329824561
94	0.357894737
95	0.645614035
96	0.238596491
97	0.185964912
98	0.207017544
99	0.178947368
100	0.315789474
101	0.168421053
102	0.340350877
103	0.694736842
104	0.189473684
105	0.347368421
106	0.175438597
107	0.350877193
108	0.561403509
109	0.466666667
110	0.343859649
111	0.266666667
112	0.635087719
113	0.245614035
114	0.238596491
115	0.161403509
116	0.421052632
117	0.270175439
118	0.157894737
119	0.214035088
120	0.61754386
121	0.645614035
122	0.578947368
123	0.494736842
124	0.157894737
125	0.147368421
126	0.21754386
127	0.375438597
128	0.164912281
129	0.58245614
130	0.592982456
131	0.273684211
132	0.512280702
133	0.189473684
134	0.147368421
135	0.221052632
136	0.252631579
137	0.189473684
138	0.449122807
139	0.684210526
140	0.69122807
141	0.161403509
142	0.249122807
143	0.136842105
144	0.101754386
145	0.322807018
146	0.178947368
147	0.29122807
148	0.196491228
149	0.403508772
150	0.554385965
151	0.733333333
152	0.270175439
153	0.192982456
154	0.210526316
156	0.463157895
157	0.070175439
158	0.168421053
159	0.368421053
160	0.41754386
161	0.69122807
162	0.740350877
163	0.438596491
164	0.585964912
165	0.259649123
166	0.284210526
167	0.305263158
168	0.221052632
169	0.259649123
170	0.312280702
171	0.498245614
172	0.319298246
173	0.270175439
174	0.340350877
175	0.312280702
176	0.29122807
177	0.298245614
178	0.245614035
179	0.431578947
180	0.266666667
181	0.315789474
182	0.277192983
183	0.336842105
184	0.336842105
185	0.298245614
186	0.298245614
187	0.287719298
188	0.298245614
189	0.357894737
190	0.347368421
191	0.301754386
192	0.350877193
193	0.294736842
194	0.277192983
195	0.41754386
196	0.287719298
197	0.315789474
198	0.315789474
199	0.421052632
200	0.371929825
201	0.284210526
202	0.280701754
203	0.319298246
204	0.301754386
205	0.347368421
206	0.319298246
207	0.347368421
208	0.487719298
209	0.501754386
210	0.259649123
211	0.519298246
212	0.284210526
213	0.242105263
214	0.277192983
215	0.238596491
216	0.242105263
217	0.224561404
218	0.543859649
219	0.235087719
220	0.266666667
221	0.589473684
222	0.336842105
223	0.287719298
224	0.207017544
225	0.273684211
226	0.270175439
227	0.235087719
228	0.38245614
229	0.249122807
230	0.568421053
231	0.578947368
232	0.164912281
233	0.628070175
234	0.196491228
235	0.21754386
236	0.494736842
237	0.192982456
238	0.192982456
239	0.231578947
240	0.347368421
241	0.585964912
242	0.284210526
243	0.259649123
244	0.589473684
245	0.242105263
246	0.221052632
247	0.249122807
248	0.235087719
249	0.354385965
250	0.336842105
251	0.564912281
252	0.294736842
253	0.263157895
254	0.21754386
255	0.228070175
256	0.543859649
257	0.221052632
258	0.30877193
259	0.459649123
260	0.392982456
261	0.487719298
262	0.168421053
263	0.270175439
264	0.150877193
265	0.259649123
266	0.32631579
267	0.368421053
268	0.466666667
269	0.473684211
270	0.192982456
271	0.270175439
272	0.564912281
273	0.259649123
274	0.364912281
275	0.263157895
276	0.315789474
277	0.561403509
278	0.852631579
279	0.140350877
280	0.147368421
281	0.677192983
282	0.154385965
283	0.368421053
284	0.256140351
285	0.249122807
286	0.294736842
287	0.336842105
288	0.652631579
289	0.214035088
290	0.277192983
291	0.550877193
292	0.252631579
293	0.638596491
294	0.196491228
295	0.263157895
296	0.259649123
297	0.343859649
298	0.231578947
299	0.280701754
300	0.487719298
301	0.185964912
302	0.645614035
303	0.221052632
304	0.294736842
305	0.354385965
306	0.210526316
307	0.656140351
308	0.259649123
309	0.273684211
310	0.21754386
311	0.30877193
312	0.287719298
313	0.305263158
314	0.21754386
315	0.280701754
316	0.266666667
317	0.533333333
318	0.322807018
319	0.438596491
320	0.58245614
321	0.210526316
322	0.6
323	0.312280702
324	0.414035088
325	0.385964912
326	0.207017544
327	0.4
328	0.235087719
329	0.150877193
330	0.452631579
331	0.41754386
332	0.221052632
333	0.58245614
334	0.171929825
335	0.656140351
336	0.431578947
337	0.175438597
338	0.652631579
339	0.312280702
340	0.589473684
341	0.235087719
342	0.154385965
343	0.322807018
344	0.207017544
345	0.178947368
346	0.235087719
347	0.378947368
348	0.340350877
349	0.719298246
350	0.29122807
351	0.150877193
352	0.743859649
353	0.340350877
354	0.659649123
355	0.175438597
356	0.178947368
357	0.343859649
358	0.378947368
359	0.192982456
360	0.21754386
361	0.456140351
362	0.305263158
363	0.564912281
364	0.294736842
